datetime,open,high,low,close
2022-04-06,45516.76172,45516.76172,43126.03125,43173.96094
2022-04-05,46613.35938,47193.80859,45383.82031,45491.60938
2022-04-04,46415.01953,46891.98828,45140.28906,46622.48828
2022-04-03,45812.14062,47439.01953,45561.12891,46411.10156
2022-04-02,46307.39844,47165.53906,45650.87891,45812.14062
2022-04-01,45528.14844,46709.78906,44245.0,46307.39844
2022-03-31,47077.17969,47609.39844,45236.37891,45508.87109
2022-03-30,47460.33984,47715.64062,46618.48828,47077.17969
2022-03-29,47190.78125,48117.87891,46991.89062,47445.96875
2022-03-28,46868.57031,48210.10938,46673.83984,47118.23828
2022-03-27,44548.16016,46936.73047,44450.98047,46869.28906
2022-03-26,44332.26172,44813.17969,44110.32031,44553.94922
2022-03-25,44008.92188,45110.01172,43633.30859,44332.26172
2022-03-24,42901.32812,44239.62891,42688.44141,44008.92188
2022-03-23,42376.87891,43000.42188,41808.21875,42914.35156
2022-03-22,41016.51172,43309.62891,40897.32031,42376.87891
2022-03-21,41283.80078,41551.39844,40517.48047,41072.80859
2022-03-20,42234.17969,42320.10156,40945.32031,41281.94922
2022-03-19,41785.48828,42385.67188,41543.89062,42234.17969
2022-03-18,40947.73828,42340.80859,40227.66016,41769.76953
2022-03-17,41129.05859,41445.23047,40589.76172,40946.44141
2022-03-16,39294.23047,41709.05078,38950.89062,41128.89062
2022-03-15,39669.60156,39859.28906,38195.05859,39308.14062
2022-03-14,37829.67969,39898.25,37597.10156,39669.60156
2022-03-13,38818.42969,39297.26172,37607.35156,37829.67969
2022-03-12,38747.12109,39359.76172,38676.92969,38730.48828
2022-03-11,39442.46094,40163.96094,38256.19922,38747.12109
2022-03-10,41929.57031,42038.94922,38652.25,39442.46094
2022-03-09,38757.26953,42577.05859,38670.01172,41929.57031
2022-03-08,38048.26172,39369.82812,37901.32812,38757.26953
2022-03-07,38413.73828,39654.80859,37192.66016,38394.69922
2022-03-06,38760.16016,39654.80859,38124.57812,38413.73828
2022-03-05,39166.30078,41679.94141,38624.71875,39408.46094
2022-03-04,42469.5,44004.46094,38656.01172,41605.91016
2022-03-03,43937.07812,44064.08984,41811.0,42469.5
2022-03-02,44435.57031,45271.87891,43402.62891,43937.07812
2022-03-01,43233.83984,44975.0,42889.57031,44435.57031
2022-02-28,37720.10938,44180.78125,37463.05078,43233.83984
2022-02-27,39107.55078,39837.80078,37040.82031,37720.10938
2022-02-26,39216.21094,40092.30078,38657.64844,39107.55078
2022-02-25,38370.64844,39701.76172,38049.64844,39216.21094
2022-02-24,37239.37109,39359.41016,34342.03906,38370.64844
2022-02-23,38255.57812,39214.08984,37094.46875,37239.37109
2022-02-22,37029.35156,38437.26953,36394.21875,38255.57812
2022-02-21,38378.21875,39447.39844,36894.12891,37029.35156
2022-02-20,40116.60156,40137.16016,38042.26953,38378.21875
2022-02-19,40016.64844,40452.66016,39666.62891,40116.60156
2022-02-18,40556.41016,40962.48047,39464.60938,40016.64844
2022-02-17,43888.55078,44192.0,40136.64062,40556.41016
2022-02-16,44524.71875,44565.44141,43386.10938,43888.55078
2022-02-15,42580.78125,44740.01172,42468.42188,44524.71875
2022-02-14,42046.57031,42824.55078,41610.67969,42580.78125
2022-02-13,42228.94141,42738.48047,41885.60938,42046.57031
2022-02-12,42387.0,43022.17188,41775.23047,42228.94141
2022-02-11,43531.91016,43950.73047,42029.08984,42387.0
2022-02-10,44413.98047,45758.51953,43285.67188,43531.91016
2022-02-09,44065.67188,44843.66016,43200.0,44413.98047
2022-02-08,43874.94141,44900.69922,42761.46875,44065.67188
2022-02-07,42426.89844,44456.23047,41685.64844,43794.01172
2022-02-06,41452.14062,42602.67969,41170.92188,42426.89844
2022-02-05,41576.26172,41921.67969,40955.39844,41452.14062
2022-02-04,37283.69141,41709.92969,37064.05078,41576.26172
2022-02-03,36926.46875,37283.69141,36301.64844,37283.69141
2022-02-02,38735.58984,38871.87109,36655.82812,36926.46875
2022-02-01,38490.53906,39227.35156,38057.10156,38725.0
2022-01-31,37938.10156,38730.87891,36681.12109,38525.19141
2022-01-30,38171.23047,38330.83984,37402.46875,37913.53906
2022-01-29,37746.17188,38721.46094,37345.39062,38171.23047
2022-01-28,37206.30078,38010.05859,36182.42969,37770.32031
2022-01-27,36822.39062,37225.91016,35559.41016,37095.64844
2022-01-26,36979.98828,38911.69141,36315.35938,36822.39062
2022-01-25,36704.83984,37543.42969,35726.03125,36979.98828
2022-01-24,36275.28906,37487.92969,32951.62891,36704.83984
2022-01-23,35066.42969,36530.69922,34650.0,36286.76172
2022-01-22,36456.94141,36824.83984,34064.69141,35077.19141
